year,title_ab
2017,"Learning from Ambidexterity Experience To overcome conflicting findings in ambidexterity research, this paper expands the debate on experiential learning in the ambidexterity literature. We argue that experience in a specific ambidexterity mode (i.e. contextual or sequential) positively affects the relationship between a firms contextual or sequential ambidexterity and its invention productivity. Longitudinal data on German biotechnology firms alliance portfolio dynamics partially support our hypotheses. We find that sequential ambidexterity benefits invention productivity the more experience firms have in either sequential or contextual ambidexterity. Interestingly, neither experience in sequential nor contextual ambidexterity benefits the execution of contextual ambidexterity. This paper advances ambidexterity research by elucidating the important and complex, but so far overlooked, role of learning from experience for ambidexterity outcomes and by introducing methods to operationalize ambidexterity modes and the experience firms accumulated in their execution."
2017,"The Effects of Organizational Controls on Innovation Modes: An Ambidexterity Perspective Organizational controls are increasingly considered effective tools for firms to attain desired organizational goals while simultaneously being able to encourage innovativeness, especially in innovation- intensive firms. However, little theory exists on how exactly competing but interdependent control types create tension that affects innovation modes, and empirical studies remain rare. To addresses this question, this research links Hitts internal control system framework and the ambidexterity perspective by building on their focus on the interplay and tensions between different organizational control types. Using survey data from 182 Chinese firms in innovation- intensive manufacturing industries, the results provide evidence that besides the independent use of strategic control, both the combined and balanced use of strategic and financial controls are important for internal innovation. For firms specializing in cooperative innovation, however, financial control is more effective and the combined use of strategic and financial controls may discourage cooperative innovation. These findings contribute to our understanding of organizational control itself and its connection to the ambidexterity perspective and innovation theory. Also, the results suggest that looking beyond the application of a single control mode and as well as taking into consideration the balance of control types are quite important for firms facing a highly dynamic environment."
2017,"The Effect of Experience in Developing Innovation End-products for Commercial Use The diversity of experience is often cited as a key to innovations, while the amount of experience in innovations receives much less attention. Based on the analysis of early Facebook applications (apps) as an example of innovation projects, we argue that if the entire process from idea generation to implementation is taken into account, the amount of experience is important, and it interacts with the diversity of experience in a nuanced way to impact how the apps are accepted by the end users. In particular, we find the negative interactive effect between the amount and diversity of experience, such that incremental app experience confers less positive impact on the popularity of a Facebook app when the app developers have diverse experience compared to others having less diverse one. In addition, the amount of experience has a less positive impact for apps developed by groups of developers compared to solo developers, especially with diverse experience. These findings show complex trade-offs between accumulating focused and diverse experience in innovation projects."
2017,"The Show Must Go On: How Architecture Firms Keep Functioning Despite Frequent Project Failure High involvement, enthusiasm, and passion for excellence are required when architecture firms develop projects to be submitted for design competitions. Notwithstanding the emotions and the energy necessary to prepare these submissions, failure is extremely likely; on average, only one out of ten submissions wins. Project failure is a frustrating experience that usually evokes negative emotions, such as sadness, anger, and griefemotions strongly conflicting with enthusiasm and passion. These contradictory emotional states elicit an intriguing question: how do these organizations deal with the resulting dilemma of upholding the positive emotions needed for developing outstanding competition projects, while experiencing frustrations likely to undermine enthusiasm and passion? Elite architecture firms have proven to handle this dilemma, and therefore we set out to empirically explore their developed practices. We studied coping practices through embedded case studies at two successful elite architecture firms, which also frequently fail in design competitions. Focusing on contradictory emotions and collective efforts on the organizational level rather than individual dissonances, our findings complement and extend existing literature regarding the role of emotions in organizations as well as collective emotion regulation for maintaining organizations."
2017,"A Conversational Approach to the Study of Routines in Creative Projects across Firms Boundaries This paper explores the role of conversation in the interaction between firm and external actors during collaborative creative projects that present high levels of ambiguity. Through an interpretative approach, we examined the dialogical exchange at a design agency between designers and their clients. We argue that conversation facilitates the collaboration by means of two mechanisms: the recognition of the ostensive pattern that mitigates the ambiguity over the creative process and the development of emotional energy that mitigates the ambiguity over creative outcomes. Findings also suggest that emotional energy contributes to retain clients engagement during the process by fostering regular interaction. Our findings contribute to the literature on routine dynamics and creativity because it shows how conversation generates emotional mechanisms that enable recurrent collaboration in creative projects."
2017,"Negotiation and Lovesongs: Brokerage of Paradoxes in Creative Projects Creative work is often advanced through projects that harness a constellation of specialized experts, resource gatekeepers, and users from across organizational and occupational boundaries. Brokers play an essential role within project-based industries, lending legitimacy to new ideas, arbitrating claims to quality and viability, and allocating scarce resources and support. Recent research on brokerage of creative projects illuminates the dynamic and relational practice of brokers who leverage their role to guide not only the generation ideas, but also the synthesis of ideas into a viable whole. While research suggests that the creative industries are rife with paradoxes, we have little understanding of how these paradoxes feature in the brokerage of creative projects. Analyzing data from an ethnographic investigation of independent music producers in the Nashville country music industry, I illustrate how producers leverage their brokerage role to navigate paradoxes arising in their creative projects. I find that creative brokerage involves navigating a progression of paradoxes, and identify how producers utilize their brokerage role to respond to these paradoxes in practice. The paper contributes to the growing literature on the practice and process of brokerage, introducing a fifth level of creative brokeragemanaging paradoxes."
2017,"Knowledge Creation across Worldviews: How Metaphors Impact and Orient Group Creativity  Metaphor are a central concept in organization theory as they help to create knowledge. Yet, despite the importance of metaphors, little is known about how they are used in projects of knowledge creation across worldviews, whereby participants maintain their specialization and work separately. With a longitudinal study of a multidisciplinary scientific project aimed at repairing broken spinal cord tissues, we show how metaphors facilitate collective knowledge creation. We contribute to the theory of knowledge creation across worldviews by showing how different creative effects of metaphors have different consequences on the orientation and stability of the collective work, and by clarifying how an organization can control metaphoric creative effects by modifying its knowledge base. We contribute to the theory on cycles of knowledge creation by showing that metaphors extend knowledge both horizontally and vertically, and by specifying the relationships with the other elements of the cycle that make a metaphor creative."
2017,"The Effect of Reputation on the Stability-Change Interplay  The positive short-term effect of possessing a good corporate reputation, as a substantial organizational intangible asset, on the organization's outcomes have been researched extensively. Nevertheless, studies on the long-term behavioral effects of reputation on organizations are rather rare. To that end, we propose that reputation acts as an institutional logic that could regulate the behavior and decisions of organizations. We specifically concentrate on the stability-change interplay, as the dichotomous decision that is affected by the path-dependent nature of reputation. We conceptualize on how reputation could push organizations into a competitive-inertial state by over-emphasis on the stability inducing initiatives of the firm, while discouraging them from engaging in change initiatives. Furthermore, we investigate two sets of moderators. First, the general business environment may foster a degree of uncertainty that may influence the impact of reputation on stability-change decisions. We investigate dynamism and organizational life-cycle as contingency factors. Second, we postulated the way reputable firms are socially embedded may have mitigating or reinforcing effects on the main influence of reputation. To capture this, we describe the impact of institutional ownership and a firm's network of relations."
2017,"Attribute-based Reputation as an Internal and External Signal: Examining the U.S Automobile Industry We study how reputation, based on specific firm attributes and directed towards specific firm stakeholders, functions as an internal and external expectations-setting mechanism shaping managerial and stakeholder decisions. Applying the behavioral theory of the firm we assert that firm reputation is an essential, continuous and operative organizational goal that affects managers decision and stakeholders actions towards the firm. We test our assertions by examining 17,879 product recalls from 15 automobile manufacturers in the U.S automobile industry from 1966 to 2010. Consistent with BTF predictions, we find that reputation goals influence managerial decision-making such that firms with a higher reputation for quality are more likely to voluntarily initiate a product recall than their less reputable counterparts. Externally, we find that the likelihood of government sanctions is greater for higher reputation firms as defects increase in severity and scope."
2017,"Reputation and Stakeholders: How Stakeholder-specific Reputations Affect Controversial Actions This study enhances our understanding of organizational reputation by exploring how a firms reputation in the eyes of different stakeholders influences the likelihood of its taking a controversial action, such as downsizing. On the one hand, firms that have a positive reputation are likely to be motivated to self-govern because of fear of losing reputation and losing future gains. On the other hand, reputable firms are more confident in their social acceptance and less limited by social norms and, therefore, less motivated to self-govern. To resolve this contradiction, I employ a stakeholder- based perspective that views the role of reputation in preventing a controversial action as contingent on stakeholders perception of such an action. Specifically, I examine how positive reputations in the eyes of two important stakeholder groups  investors and the public  affect the likelihood that a firm engages in a controversial strategy (for this study, downsizing). Using a longitudinal dataset of the 100 largest U.S. firms from 2004 to 2013, I find evidence for relationships between stakeholder-specific reputations and downsizing and for how this relationship varies depending on firms financial performance. In general, I find that firms that have positive reputations among investors as well as firms that have positive reputations among the public were less likely to downsize than other firms. However, the effect of these two reputations on the relationship between negative financial performance and the likelihood of downsizing diverged: whereas there was no evidence that a firms reputation with respect to investors changed the association of financial performance and the chances of downsizing, I find some evidence that reputation with respect to the public moderated the relationship between financial performance and downsizing. That is, positive reputation with respect to the public mitigated the relationship between financial performance and downsizing, but negative reputation with respect to the public amplified the relationship between financial performance and downsizing. These findings suggest that reputations with respect to different stakeholders control firms engagement in a controversial action to different degrees, and these differences can be explained by particular stakeholders preferences in particular contexts."
2017,"Two Sides to Every Coin: The Benefits and Burdens of Organizational Reputation on Employees We consider the possibility that a positive organizational reputation brings both benefits and burdens to employees working for those organizations. Drawing from the Red Queen notion in competitive strategy and from behavioral theories of stress, we argue that organizational reputation increases stakeholders expectations for positive outcomes. These expectations can cause employees to identify more with the high reputation organization, but they may also pressure employees to devote more of their time to the job. In turn, increased identification and time commitment have contrasting effects on employees emotional exhaustion. As such, organizational reputation simultaneously serves as a benefit to reduce employee emotional exhaustion via identification, but also as a burden to increase employee emotional exhaustion via additional time commitment. We also consider how emotional exhaustion influences employee performance, and we examine the moderating influence of reputation reminders to consider how pressure from the organization may enhance the effects of reputation. Our arguments are largely confirmed in a longitudinal study of employees from a diverse range of organizations."
2017,"From Vision to Glory: How Institutional Entrepreneurs Change Institutions The purpose of this study is to present a process by which institutional entrepreneurs can either modify an existing institution or create a new institution altogether. I highlight additions to previous theory by distinguishing a difference between developing a vision and promoting a vision. I also propose that a key endorsement, by triggering a bandwagon effect, strengthens the relationship between promoting a vision and mobilizing people. A key endorsement, coupled with the bandwagon effect, increases both the likelihood that people will be mobilized, as well as the number of people mobilized to accept the vision that the institutional entrepreneur wants to portray to potential allies."
2017,"Brokerage to Foster Social and Institutional Change in Emerging Sectors In the last decade, there has been an increasing focus on the connections between networks and the emergence and change of institutions and fields. However, there is still a knowledge gap in terms of how specific brokerage activities and orientations can support the institutional strategy of an individual or organization. This paper addresses this gap by analyzing how activities associated to a tertius gaudens orientation can support the institutional strategy of an organization interested in shaping an emerging sector. Data was collected on four agencies brokering in the social entrepreneurship sector in England and contributing towards establishing the boundaries and definition of the latter, setting membership criteria and attributing roles and rules of interaction. A thematic analysis was performed on 62 interviews and over 2,000 published documents and online posts. Across the four organizations, it was possible to identify two different gaudens-oriented brokerage strategies: based respectively on soft-power and hard-power approaches. The former transforms the network into an amplifier of the views of the brokering agency. The latter directly enhances the legitimacy and power of the brokering agency inside the sector, thus increasing its opportunity to diffuse its own views. This paper contributes to the literature on brokerage by expanding the concept of tertius gaudens, by exploring different approaches to adopt this strategic orientation and by illustrating the connection between brokerage and the shaping of sector boundaries and diffusion of shared meanings, practices and roles."
2017,"Mediating Human Rights-based Change in an Authoritarian State Institutional change is a key topic in organization study, but we know surprisingly little about how such change unfolds in change-resistant authoritarian countries. We use a historical study of the efforts by an international non-governmental organization, the Ford Foundation, to mediate human rights-based change in China. Mediated change is the process through which a mediator uses subtle tactics to broker values and practices from one social world to another. We find that mediated change involves tactics that reduce local actors institutional embeddedness in authoritarianism (e.g., disembedding tactics), and tactics that enhance local actors embeddedness in rights-based values and practices (e.g., embedding tactics). Overall, the study not only demonstrates the importance of accounting for mediated institutional change processes, but also reveals new insights into under-theorized aspects of the paradox of embedded agency."
2017,"Sub-field formation and field level change This paper extends our understanding of the structure and evolution of organizational fields. Through a case study of the emergence of a corporate legal sub-field in Italy it develops the concept of the sub-field as a distinct space which exists within the regulatory structure provided by the parent field but which is characterized by its distinctive institutional infrastructure. We also outline the process of sub-field formation as a distinct path of field evolution through which sub-fields emerge from formerly coherent fields, and identify two mechanisms - relational reconfiguration and community building  through which this may occur"
2017,"When a Competing Logic Arises: How Environmental Investment Funds Make Firms Greener Competing logics lead to heterogeneities in organizational forms and practices within the field, and recent research shows that the presence of a competing institutional logic can also change organizations from a related field, but the conditions under which such a cross-field penetration of institutional logic happens is under-researched. Analyzing a panel dataset of 1372 firms from 21 countries between 2003-2013 and rich qualitative data from fieldwork and archives, I reveal that the prevalence of an environmental logic as opposed to the mainstream financial logic in a country increases the environmental performance of firms therein, but such influence is contingent upon power relationships at multiple levels of analysis: it is stronger to smaller firms and to firms with a smaller board. This influence is also moderated by field characteristics, such as the fragmentation of the field that upholds the old logic and the presence of social movement organization in favor of the environmental logic. This study contributes to research on institutional theory and corporate social responsibility."
2017,"Multiple Modes of Participation in Cooperatives: A Typology of Pluralistic Settlements This article proposes a theory of multiple modes of participation in pluralistic cooperative organizations and what that means for the survival and growth of cooperatives. We construct a typology of pluralistic settlements that helps us understand how members of cooperatives engage in different modes of participation. We illustrate this framework using examples drawn from the literature on agricultural cooperatives in the United States. These cooperatives are shaped by a variety of settlements that utilize different scripts for what can be exchanged, with actors in which roles and how and thus exhibit very different patterns of member participation. We conclude by developing propositions concerning patterns of participation and how they change as settlements respond to internal and external pressures."
2017,"Managing Institutional Logics to Tackle Organizational Crises: A Tale of Two Railways Increasing attention is being paid to how hybrid organizations handle the tensions between contending institutional logics. However, intra-logic tensions regarding the decoupling of the internal components of the incumbent logics, the resultant organizational crises and how these crises are resolved, are understudied. This study explores how the Chinese and Indian Railways tackle organizational crises by reframing and recombining the means and ends components of contending logics. Based on comprehensive archival, interview and textual analyses, we find that the two railways maintained or shifted the incumbent logic to address organizational crises through remedial, manipulation, compromise and complementation strategies. We specify the mechanisms underlying each strategy, present a unified model and discuss the implications for research on hybrid organizations and crisis management."
2017,"A Multiple-Level Exploration of The Paradoxical Tensions in a Buddhist Temple Drawing on an ethnographic inductive study of a historical Korean Buddhist temple, we examine how Buddhist monks deal with the tensions of meeting the temples financial needs, while maintaining its isolated meditating traditions. Living with monks for three months, we conducted participant observations and in-depth interviews. Offering a multi-level perspective, we contribute to the paradox literature in two areas. At the organizational level of analysis, we find that the temple copes with the two sides of tensions by separating monks into two subgroups: business monks and meditation monks. Business monks shielded meditation monks by absorbing or blocking environmental pressures and freeing the meditation monks from organizational duties, while meditation monks enabled social legitimacy among business monks as members of a respected Korean Buddhist temple. The individual level of analysis revealed that business monks often suffered a psychological schism between their religious identity as a monk and their vocational identity as a businessman; meditation monks tried to remove tensions superimposed by the elements of tensions."
2017,"Group Moods Influence on the Top Team Diversity-Firm Financial Performance Relationship Contradictory findings from research examining the top management team (TMT) heterogeneity and firm performance relationship have resulted in calls to examine specific executive orientations and contextual factors that explain the conditions under which heterogeneity benefits firm outcomes. We answer this call by, first, examining the role of educational background, an executive orientation factor that is the foundation for TMT members cognition, on firm performance. Second, we examine an internal contextual factor, group mood, and argue that it moderates the relationship between TMT educational heterogeneity and firm performance such that positive group mood improves firm performance in educationally-heterogeneous TMTs, whereas negative group mood improves firm performance in educationally-homogeneous TMTs. We conducted an archival study of 48 TMTs from publicly-traded companies and find support for our predictions."
2017,"Blind to the Future:Managerial Hubris and Foresight in the Innovation Context Without managerial foresight, firms fail to see emerging future trends and suffer from performance disasters. Extending the current literature on the role of managerial cognition biases in strategic decision-making, we examine the impact of managerial hubris on the formation of managerial foresight. We propose that managerial hubris leads to a reduced level of foresight due to information-processing biases by hubristic executives. We further argue that hubristic executives will experience an even lower level of managerial foresight in an innovation context where the uncertainty level is high. With a unique two- wave survey of over 500 firms in different provinces of China, we find that hubristic executives tend to have a lower level of managerial foresight, and that this tendency is worse when a firm has a high level of R&D; intensity and if a firm is a high-tech firm. Our findings support our propositions. This study has significant implications for the understanding of managerial cognition biases in strategic management."
2017,"Delegation from the CEO to Top Executive: The Role of Workload and Decision-Specific Knowledge Theoretical literature on delegation demonstrated the relevance of the decision authority holders (DAHs) and decision authority recipients (DARs) knowledge. However, there is still a lack of empirical literature, which mainly focused on the DAH. In this paper we aim to contribute to this literature studying how the decision-workload of the DAH, her decision-specific knowledge and the one of the DAR influence the delegation of decision authority by the DAH to the DAR. We also investigate the interplay between the decision-workload and the decision-specific knowledge. In so doing, we focus on the delegation of a strategic decision in the dyadic relation between the CEO and the TMT manager responsible of that decision domain. Logit estimates on a sample of Italian firms partially confirm hypotheses. The CEO is more likely to delegate a strategic decision when her decision-workload increases, while she is less likely when her decision-specific knowledge increases. In addition, the negative effect of CEOs decision-specific knowledge is significant only for low values of decision-workload, while it does not matter when the CEO has too many strategic decisions to deal with. At the same time, TMT managers decision-specific knowledge matters only when the decision-workload is very high."
2017,"The Clock Ticks On, But in Which Half? CEOs Subjective Remaining Time And His/Her Risk-Taking Despite the anecdotal evidence suggesting the effect of individuals' subjective sense of their remaining time on their risk-taking behavior, the consequences of temporal constructs for managerial behavior have not received significant attention in corporate governance and more generally, strategic management research. Where CEO's remaining time has been considered (for example, in CEO career horizon research), the construction and the nature of time is ignored. Drawing from socio-emotional selectivity theory and prospect theory, the present paper proposes a theory of subjective time as an asset in risk-taking. Using data from S&P; 1500 firms, the present paper finds that CEO's subjective sense of his/her remaining time has a positive relationship with corporate risk-taking in the context of gain. In contrast, CEO's subjective sense of his/her remaining time has a negative relationship with corporate risk- taking in the context of loss. Moreover, the focal relationship is stronger for female CEOs in the context of gain and weaker for them in the context of loss. Contributions for career horizon research, corporate governance research, broader strategic management research on risk-taking, prospect theory and socio-emotional selectivity theory are discussed."
2017,"A Social Homophily Model of Political Ties in Emerging Economies While resource dependence theorists have indicated that firms connect with political powers for desirable resources, little attention has been directed at the social foundations that foster firms political ties. We develop a framework that specifies how the social homophily and heterophily of firms with political powers affect the formation of political ties in turbulent environments. We use data of listed Taiwanese firms that experienced an unexpected regime change to show that social homophily of a firm with the political regime promotes ties between them, whereas social heterophily of a firm with the political regime deters its ties with the regime. Some types of homophily persistently promote the firms ties to its original political ally despite environmental changes. However, such imprinted effects of homophily weaken when the firm operates in regulated industries."
2017,"On-again, Off-again: Corporate Political Actions in Transition Economies This paper addresses the loose connection between political and corporate governance and identifies the contingencies under which the connection facilitates or hinders corporate political actions. Specifically, we examine whether and when firms are more likely to engage in active and passive political actions simultaneously in the private sector of transition economies. Drawing on resource based view, resource dependence theory and institutional theory we argue that the nature of firms  being reformed or conventional  will affect their propensity of political actions in transition economies. This relationship is moderated by whether firms adopt modern governance measures and internalize political convictions. We test hypotheses using a unique firm-level survey dataset on nationwide samples of privately owned firms in China in 2006. Results lend substantial support to hypotheses."
2017,"Can a Stone Kill Two Birds? The Effects of Political Relationships on Supply Chain for New Ventures While research has established the importance of cultivating political relationship for businesses, how this affects new business ventures is less explored. Given the heightened resource constraints entrepreneurial firms face, does building government relationship help them in their critical tasks to ensure survival? We draw upon the resource dependence theory to develop arguments on how political relationships influence new ventures abilities to obtain stable suppliers and buyers. By enhancing their access to resources and reducing uncertainties, government relationships can help new ventures to attract more suppliers. However, by providing an alternative source of dependence, government relationships make new ventures depend less on buyers and can reduce the number of buyers. These opposing effects are further moderated for new ventures that differ in their access to resources. We test our arguments in the context of entrepreneurial firms in Chinas transitional market, using a survey of 345 new ventures in 2006 and 30 personal interviews. Our study contributes to research on political strategies by understanding their consequences for new ventures, and extends the resource dependence theory by understanding the impact of dependence-reducing action on a firms eco-system."
2017,"How Optimal is Distinctiveness? Category Heterogeneity and the Distinctiveness-Performance Curve Prior work investigating whether or not organizations should strive to be moderately different from others in their market category has yielded fundamentally contradictory results, with some identifying such an inverted U- shaped relationship between distinctiveness and performance, yet with others finding U-shaped relationships. In this paper, I show how the delegitimation and competition reduction mechanisms jointly driving the distinctiveness-performance relationship can yield both U- and inverted U- shaped effects, even under nearly identical assumptions regarding these mechanisms nature. In particular, I show how it is the relative strength of these mechanisms that determines the outcome that is observed, rather than the existence of two countervailing forces, per se. Given this, I develop the hypothesis that the distinctiveness- performance relationship shape-flips from a U-shape into an inverted U-shape as organizations within a category adopt increasingly heterogeneous positions. A topic model of 70,232 websites combined with results from a questionnaire with 2,262 participants from the Dutch creative industries confirm an average U-shaped effect that flips into an inverted U as category heterogeneity increases. Overall, this paper therefore suggests that there is no one optimal level of distinctiveness. Rather, what level of distinctiveness is optimal depends entirely on how distinct others in ones category are."
2017,"Finding the Threshold: A Configurational Approach to Optimal Distinctiveness This study contributes to a better understanding of how firms pursue optimal distinctiveness by strategically balancing conformity and differentiation. Leveraging interviews with 30 clean technology entrepreneurs in Canada, we sought to explain how firms successfully commercialize their technologies under various conditions. To do so, we advance the notion of a legitimacy threshold that firms must meet in order to successfully engage in strategic differentiation. We explain how this threshold is influenced by conditions both internal and external to the firm. Firms draw on entrepreneurial experience, collaborative strategies, and consistency framing to mitigate the presence of incumbent dependency, technology radicalness, and problematizing framing. We identified four pathways through which new entrants achieved commercialization success  two of which emphasize differentiation and two of which emphasize conformity."
2017,"Paying the Piper: Heterogenous Effects of Concept Taken-for- Grantedness on Code-Affirming Behaviors A large body of work in economic and organizational sociology underscores the constraining power of widely taken-for-granted market categories. Recent work by Hsu and Grodal (2015), however, provides a striking counterexample; in that study, the authors found that increasing taken-for-grantedness of a category enabled producers to avoid complying with category codes without being penalized. This was perhaps because audience members, such as consumers and investors, are less likely to closely inspect members of highly taken-for- granted categories. In this paper, we add nuance to these findings by highlighting how the effects of increasing taken-for-grantedness can vary depending the extent to which an organizations identity characteristics invite scrutiny. We test our arguments in the empirical context of Islamic banking, examining banks likelihood of making what are known as zakat payments. We find a u- shaped relationship between the level of Islamic ownership and the likelihood of paying zakat. However, as the Islamic banking category became increasingly taken-for-granted, banks with high levels of Islamic ownership became less likely to pay zakat, consistent with our theoretical arguments. In contrast, the taken- for-grantedness of Islamic banking did not impact the likelihood of zakat payments for banks with low levels of Islamic ownership. We discuss implications for the literatures on categories and authenticity."
2017,"Category Non-Conformity and Reputation Risk Taking in the Scotch Whisky Industry Research on market categories suggests that category non-conformity may reduce consumers willingness to purchase. But research also suggests that producers may take advantage of the taken-for-grantedness assumptions by consumers that all products within a category possess expected core features to strategically introduce non-conforming products. In this paper, we argue that when producers consider the advantages of introducing non-conforming products they also consider potential damage to their reputation, and thus balance the risk to their reputation against the gains that can be generated. We therefore also argue that producers with high reputation are more likely to introduce non- conforming products than producers with lower reputation, and once producers have observed the costs of non-conformity, high reputation producers are more likely to introduce more non-conforming products than producers with low reputation. We test this hypothesis using panel data of single malt Scotch introductions in the Scotch whisky industry during the period 2007-2015. Age has been a core feature of single malt Scotch whisky category since its emergence. A severe imbalance between rising demand and a supply bottleneck has led many single malt Scotch producers to launch no-age-statement (NAS) whiskies. We show that distilleries with high reputation for quality based on their products with age statement (WAS), and distilleries with high reputation based on differentiation, are more likely to introduce NAS Scotch whiskies. We also show that distilleries with high reputation for quality based on their products with age statement (WAS) are more likely to increase number of NAS whiskies than distilleries with low reputation based on quality reputation, but there is no difference between high and low reputation distilleries that is based on differentiation. Our study contributes to research that examines links between firm reputation and product non-conformity at the market category level. Our study also makes a contribution to recent research that argues that categories research should shift from emphasis on category stability, to the dynamics of category change."
2017,"Business Associations as Network Agents: A Meta-Organizational Systems Approach Although business associations play an important role in interorganizational-level collaboration and regulation, business associations have not been studied much in organizational studies. There are gaps between business associations and organizational theories. To lessen these gaps, I attempt to explain meta-organizations with organizational theories. Business associations as meta-organizations have a duality of purpose by their nature: their own prosperities and survivals, and their members prosperities and survivals. Propositions were drawn from their distinct duality of purpose."
2017,"Not Market, Hierarchy or Hybrid: Inter-Firm Relationships between Gray Marketers and Firms A number of transactions occur not in market, hierarchy or hybrid forms, but in gray markets, where organizations resources are allocated by unauthorized intermediaries. We aim to understand how this ungoverned inter-organizational relationship progresses over time. To achieve this, we conduct an inductive study of multiple cases in which global firms engage in transactions with daigou. Daigou is a Chinese word that refers to gray marketers buying products from overseas for residents on mainland China, though the term is now more widely applied. This emerging phenomenon extends gray markets to include students and tourists as microworkers as well as professional gray marketers. Our analysis suggests that relationships between firms and gray marketers are initiated unilaterally. Firms recognize their unintended involvement and attempt to assess the potential outcomes. However, their awareness and assessment processes are constrained by both internal and external factors. Firms then either enter a relationship maintenance phase, which in turn precipitates the growth of gray market businesses, or they try to dissolve the relationship though their efforts may be evaded by gray marketers. We integrate our findings into a process framework that depicts the relationship development process as a loop. Once involved, firms may find it difficult to terminate their relationship with gray marketers."
2017,"Through a Glass Darkly: Tracing the Mundane Organisation of a Bubble Network Despite the scholarly attention given to the causes of the Financial Crisis 2007-2009, there has been no research on the mundane organisation of the CDO (Collateralized Debt Obligations) market. By studying connections between supply-side actors, our paper examines structural developments in the CDO market. We treat the CDO as a network product, thus viewing the product as interface through which parties involved in the production interact. Our database contains interactions between supply-side actors involved in 373 US CDOs which are analysed using network analysis tools to draw out longitudinal structural developments and the centrality of actors. Our findings highlight how activity in the supply-side exploded after 2003 through the entrance of new actors as the market scaled up; however, actors present before 2003 remain central at the height of market activity in 2006/07, whereas new entrants appear to gain little traction. Crucially, the network exhibits a core-periphery structure centred on actors linked to mundane organising functions that have received little attention in previous studies, but where their central position may have contributed to the poor CDO market performance and financial crisis."
2017,"Project Screening and Resource Allocation in Boss-less Organizations A boss-less organization, where employees self-select to projects, have been an emerging phenomenon that has attracted attention of both scholars and practitioners. The proponents of this new form argue that it offers considerable advantages over the more traditional hierarchical approach. The empirical evidence, however, offers mixed results. This paper develops a simple agent- based model of open and hierarchical allocation to determine the mechanisms and boundary conditions of application of the two opposing modes of project selection and asset allocation. Our results suggest that the relative balance between the resources of the organization and number of opportunities it faces play a critical role in determining the efficacy of the two forms. We provide a detailed analysis of the mechanism and discuss potential applications of our findings to studies of industry evolution and firm size."
2017,"Structure Determined by Imprinting: Diversity Management in German Universities Universities face by increasing institutional pressures to conform to market demands. Following these demands, universities conform to a market-oriented institutional logic, such as by adopting management concepts that are common in the business world. Within this study, I will analyze the factors that influence the likelihood of adopting diversity management among 112 German universities. The results show that imprintingi.e., the influence of the founding institutional environmentdoes not affect the overall adoption of diversity management. However, by taking into account different administrative levels at which diversity management may be introduced, the findings show that imprinting affects the adoption of diversity management at higher-level structures. By discussing these findings, the study contributes to a more comprehensive understanding of the factors that influence the diffusion of diversity management in universities as well as a more comprehensive understanding of the underlying processes of imprinting."
2017,"When and Where Does Workplace Diversity Pay? Institutional and Resource-Based Views We propose and test a theory of the value of racial minorities contribution to firm performance based on the demographic principle of proportional representation in the organization, community, and region. We conceptualize two demographic extremes, rarity and commonness in light of the predictions of institutional theory and the resource-based theory of the firm. Findings show that whether or not workforce diversity pays depends on proportional representation, which exhibits a curvilinear inverted U-shape effect. Diversity has a positive effect up to a threshold of 34 percent racial minority employees in the firm, but beyond the threshold firm performance declines. In theory, initial gains in firm profitability from the increasing legitimacy of a relatively rare minority hire erode with increasing minority hires because firm-based human and social capital resource shortages occurring after the threshold decrement firm profitability. Regional comparison suggests practicing legal services in the Midwest and South and in racially diverse communities in the Midwest and the South exhibit a stronger positive effect on firm performance, than in the Northeast and West."
